,mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type
9813,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,25,client,00:03:06,"Yeah, and actually, I made it again on Saturday too. So.",2,,,,,,,,change
9814,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,26,therapist,00:03:10,That's fantastic.,2,False,,False,,False,,other,
9815,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,27,client,00:03:11,Yeah.,2,,,,,,,,change
9816,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,28,therapist,00:03:12,"Even with this, you know, pretty horrendous schedule going on.",2,False,,True,complex,False,,reflection,
9817,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,29,client,00:03:15,"Yeah. It's been a little-little hectic, you know. And, uh-- But, I-I don't like it too much because there's all these younger guys that can lift a lot more weight than me or they can stay on the treadmill longer and it-it-it's a little discouraging, you know. 'Cause I don't know if you've noticed, I'm not buff and they are. And it's-it's a little discouraging to think how much work it's gonna take to get, you know, kinda back towards that.",2,,,,,,,,sustain
9818,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,30,therapist,00:03:43,So you-you'd like to get buffed?,2,False,,False,,True,closed,question,
9819,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,31,client,00:03:47,"No, but, um, when-when I'm not at the gym, and I am my normal rational self, I realize that I'm, you know, way, way past the age of where I would really even want to do that, let alone want to spend the time it takes. But then while I'm at the gym, and I see the buff young guys, you know, lifting a lot of weight and all that stuff, then you know, the-- I don't know, the urge to be buff comes up in me.",2,,,,,,,,change
9820,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,32,therapist,00:04:21,"So, but for right now, it sounds like the-- just having the pants fit better-",2,False,,True,simple,False,,reflection,
9821,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,33,client,00:04:26,Yeah.,2,,,,,,,,change
9822,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,34,therapist,00:04:26,"-sounds really, you know, like it's making you feel good about yourself and—",2,False,,True,complex,False,,reflection,
9823,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,35,client,00:04:30,It is.,2,,,,,,,,change
9824,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,36,therapist,00:04:30,What other positive things have you noticed about the exercise?,2,False,,False,,True,open,question,
9825,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,37,client,00:04:35,"Well, I noticed-- Well, I-I still need to work on my diet a lot. I haven't-- I-I'd like to say that by working out at the gym, I have, uh, I've -I've modified my diet, but I haven't very much. I've gotten a little bit better with that, but I'd like to do a lot more.",2,,,,,,,,change
9826,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,38,therapist,00:04:52,In what way have you gotten a little bit better?,2,False,,False,,True,open,question,
9827,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,39,client,00:04:54,"Um, a little bit less junk food. Um, like at times, when I'm like I feel like, ""Oh, I think I'll just go have a candy bar,"" or some worthless thing like that I'll actually have second thoughts before I do it.",2,,,,,,,,change
9828,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,40,therapist,00:05:10,"So you're at the second thought part. And what do you think would-- might take you, uh, over to actually doing it if you wanted to?",2,False,,False,,True,open,question,
9829,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,41,client,00:05:20,"Well, I think, uh, when I really start seeing some results at the gym, it's kinda, uh, I think the way it works in my mind is if I've worked out really hard and I've- and I've-- say I've lost a pound that week-",2,,,,,,,,change
9830,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,42,therapist,00:05:33,Mm-hmm.,2,False,,False,,False,,other,
9831,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,43,client,00:05:33,"-you know, and then as I'm looking at that double or triple fudge four-decker of ice cream Sunday thing, you know, that somebody is eating, I would say, ""Wow, that would be about two hours on the treadmill."" Then-then that would be probably-- the-- that would keep me from actually ordering one of those.",2,,,,,,,,change
9832,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,44,therapist,00:05:51,"Oh, okay. The payoff just wouldn't be worth that two hours of treadmill versus that double fudgy browny thingy.",2,False,,True,complex,False,,reflection,
9833,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,45,client,00:05:59,"Right, decadent-- Why do they put the word decadent in food?",2,,,,,,,,change
9834,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,46,therapist,00:06:03,"'Cause it is decadent, it's lovely.",2,True,information,False,,False,,therapist_input,
9835,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,47,client,00:06:05,Okay.,2,,,,,,,,neutral
9836,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,48,therapist,00:06:05,"Yeah, yummy, so-",2,True,information,False,,False,,therapist_input,
9837,high,105,Motivational Interviewing: Change Talk,https://www.youtube.com/watch?v=-ZmhD2kjNuY,weight loss,49,client,00:06:07,"Okay. But it seems to be going so far so good. I-I guess, you know, I can like, you know, um, I-I'm-I'm pretty pleased with who-- how it's going on. Um, I'm really-- I'm glad we talked that last time 'cause it-it was the impetus to get me to go the first time in a long, long time.",2,,,,,,,,change
10648,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,0,therapist,00:03:13,"In summary, the Minnesota State Mankato security report states that you were stopped on stadium road last Friday, cited for driving under the influence and you're transported to detox. Plus the report lists your age as 20. Dylan, what is the accuracy of the report? And can you share with me some details leading up to the incident?",1,True,information,False,,True,open,question,
10649,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,1,client,00:03:33,"Uh, I guess that sound- that sounds right. I mean, I was- I was kinda drunk and it happened like a week ago. I just, I drove over to my friend's house, um, just to go watch the game and, you know, we're having a couple beers and next thing I know the Vikings are kind of losing pretty big. So we drank a little bit more than usual. And I mean, at the end I had to get home and I couldn't find a ride. So I-I just drove.",1,,,,,,,,neutral
10650,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,2,therapist,00:03:59,"You decided to drink more than you intended because you were disappointed at how the Vikings were playing. And when your roommate couldn't give you a ride home, you decided to drive yourself home. Did I get that right?",1,True,information,False,,True,closed,therapist_input,
10651,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,3,client,00:04:10,"Yeah. That's-that's exactly how it happened. I mean, I'm a normal college kid. I like to drink and hanging out with my buddies. I mean, I, it wasn't a big house party or anything and I got busted.",1,,,,,,,,sustain
10652,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,4,therapist,00:04:23,"Yeah, I understand that your intention was to have a good time while watching the game with your friends. You didn't think about what could go wrong when you drank alcohol underage because you were at your friend's house and not a big party and you made an effort to be safe by finding a ride home.",1,False,,True,simple,False,,reflection,
10653,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,5,client,00:04:37,"Yeah. I tried to be safe. I mean, I tried to call her roommate, but I don't know, getting in trouble anyways.",1,,,,,,,,neutral
10654,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,6,therapist,00:04:46,"Dylan, you told me what brought you here today, what do you think the problem really is?",1,False,,False,,True,open,question,
10655,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,7,client,00:04:51,"Um, well, I wanna say I have a drinking problem. I think I'd probably have more of a, like getting caught problem. I mean, my friends, they-they drink like fishes and I-- they don't ever get caught and you got me over here and I get caught and they left.",1,,,,,,,,sustain
10656,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,8,therapist,00:05:08,"Sounds like you attribute your current situation to bad luck. If that's what you believe and you don't attempt to make any change in your behavior, what consequences might result?",1,False,,True,simple,True,open,question,
10657,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,9,client,00:05:19,I guess- I guess more problems with police and school and I really don't have like the time or the money for any of that.,1,,,,,,,,sustain
10658,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,10,therapist,00:05:30,"How important is it that you avoid future problems with the police or school, Dylan?",1,False,,False,,True,open,question,
10659,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,11,client,00:05:35,"God. It's, I guess, super important, because just-just going to detox alone was-was awful, the experience-- I don't want to do that again. And my dad said if I get suspended from school, um, I have to go- I have to go work on my uncle's farm in Iowa and that would just kill my social life. I won't see any of my friends and I mean, it's already bad enough, like my parents took my car away when I got the DUI.",1,,,,,,,,change
10660,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,12,therapist,00:06:02,Yeah. What would you be willing to do to prevent going to detox again and getting suspended?,1,False,,False,,True,open,question,
10661,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,13,client,00:06:09,"Well, I guess I- I guess the easy one is I wouldn't- I wouldn't drink so much and I try to avoid situations where I'm more-more likely to get in trouble. So probably I don't wanna drink so much.",1,,,,,,,,change
10662,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,14,therapist,00:06:23,"On a scale of 1 to 10, how confident are you that you'll be able to follow through with that plan with 10 being very confident?",1,False,,False,,True,closed,question,
10663,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,15,client,00:06:30,"Um, I guess I would say like, I don't know, like over halfway. So maybe like a six.",1,,,,,,,,neutral
10664,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,16,therapist,00:06:37,What steps could you take to move that six to a seven or eight?,1,False,,False,,True,open,question,
10665,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,17,client,00:06:42,"I could probably, um, I don't know. I-I guess, well, the big thing would be like kind of where I drink so like drinking like if I'm only like in my apartment so thenI'm not risking myself to drive or like if I- if I go out to a party waiting till, like, I'm 21 to drink. Um, maybe find stuff to do that doesn't revolve around drinking, like, I'm guessing like a town this size there's got to be more to do than just drink.",1,,,,,,,,change
10666,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,18,therapist,00:07:13,"In what ways might your life be better if you succeed in 
making the changes you mentioned?",1,False,,False,,True,open,question,
10667,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,19,client,00:07:20,"Um, I mean, I guess the big one would be like I won't- I won't be hungover all the time like I would make it to my 8:00 AMs then, well, even-even when I make it to my 8:00 AMs now like I just, I sleep like I wake up I'm like, ""Oh my god what's going on?"" And then I get to my 8:00 AM and I'll just sleep through and then miss just about everything that's on the test. So I think if I- if I reprioritize what is important to me, I probably help me succeed. I mean, in high school, I had a 3.5 GPA. So I know I could do it here.",1,,,,,,,,change
10668,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,20,therapist,00:07:55,College is all about making choices. Can you tell me about your beliefs and values that influenced your decision-making and how do those beliefs and values align with the decisions you plan to make about drinking?,1,False,,False,,True,open,question,
10669,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,21,client,00:08:07,"Um, I mean education is really important to me and-and also my family. My parents are always talking about it and I really- I really wanna be an international journalist, to be on the news like, I mean, I have the face for it, um. So I guess if I reprioritize my- if I reprioritize what I need to do I and I won't drink so much. I probably wouldn't be disappointing my parents and I'd be able to get a really good education.",1,,,,,,,,change
10670,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,22,therapist,00:08:35,Thanks for coming in for participating today. Your sanction will involve being placed on university disciplinary probation and attending an alcohol education seminar that will cost $150.,1,True,information,False,,False,,therapist_input,
10671,high,114,A Motivational Interviewing Approach to Student Conduct - 2,https://youtu.be/NSyKhmEG3f4,reducing alcohol consumption,23,client,00:08:47,"All right, all right. When is the seminar?",1,,,,,,,,neutral
10672,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,0,therapist,00:00:03,"Molly, thank you so much for coming over and yakking with me today.",6,False,,False,,False,,other,
10673,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,1,client,00:00:07,You're welcome.,6,,,,,,,,neutral
10674,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,2,therapist,00:00:08,"Yeah, I appreciate it. So, um, uh, your mom had given me a call and said that, um, um, there were some problems with kids kinda given you problems at school and being mean and things like that, and, uh, that's a hurtful thing.",6,True,information,False,,False,,therapist_input,
10675,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,3,client,00:00:27,Yeah. I stayed home two times already from school just 'cause of the bullying and everything.,6,,,,,,,,neutral
10676,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,4,therapist,00:00:33,"That's a- that's a lot of school to, yeah, and, you know--",6,True,advice,False,,False,,therapist_input,
10677,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,5,client,00:00:37,"And as I was out of school like more rumors started to happen as I was out of school. I come back and like these rumors are going around about me. Like one time when I stayed home, supposedly, I was in the principal's office the whole day and I had security guards like escort me to classes which that was not true 'cause I was home the whole time.",6,,,,,,,,neutral
10678,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,6,therapist,00:00:57,People like to make up stories.,6,False,,True,simple,False,,reflection,
10679,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,7,client,00:00:59,I've been getting blamed ever since like fifth or sixth grade about with every single thing that's going on.,6,,,,,,,,sustain
10680,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,8,therapist,00:01:05,"For, like why do you think, wh-what kinds of-",6,False,,False,,True,open,question,
10681,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,9,client,00:01:08,"I think because the kids-- 'cause I like to nag on things. Like when people tell me things, I like to like talk more like with the person instead of just leaving it be, and I think the kids that like blame me for everything say that I'm an easy target to like hit, to like talk about, it's like annoying.",6,,,,,,,,neutral
10682,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,10,therapist,00:01:29,"So it's, uh, so when you were talking about like nagging on, tell me a little bit more about, can you give me an example of what you mean?",6,False,,False,,True,open,question,
10683,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,11,client,00:01:38,"If somebody says like, ""Oh, I heard this thing about you."" I go, ""Oh, really, what is it,"" and I just keep talking and like make things worse. Like, if somebody says that they wanna beat me up, I like go on, and say like, ""Okay, then hit me,"" and like I just don't leave it be, like I just don't walk away. I like stay there and like talk more.",6,,,,,,,,neutral
10684,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,12,therapist,00:01:57,"And-and what happens when you don't leave it be, what usually happens?",6,False,,False,,True,open,question,
10685,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,13,client,00:02:02,"I think possibly more like talking more like it gets like bigger and bigger. It's just like if you stop it, then they don't know what to say, they-they're like, ""Oh, like she's walking away."" And like that stops everything but like if I talk it-it keeps building up and we both get in trouble-",6,,,,,,,,sustain
10686,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,14,therapist,00:02:20,Okay.,6,False,,False,,False,,other,
10687,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,15,client,00:02:21,-and like called down to the principal's office.,6,,,,,,,,neutral
10688,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,16,therapist,00:02:23,Okay.,6,False,,False,,False,,other,
10689,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,17,client,00:02:23,-and get talked to.,6,,,,,,,,neutral
10690,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,18,therapist,00:02:24,"Okay, so and then what-what's it like for you after that, once you get spanked in the principal's office?",6,False,,False,,True,open,question,
10691,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,19,client,00:02:33,"Well, usually I try telling myself to just like, leave it be-",6,,,,,,,,change
10692,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,20,therapist,00:02:37,Mm-hmm.,6,False,,False,,False,,other,
10693,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,21,client,00:02:37,"-but if somebody says something about me, it gets me mad 'cause like what the heck, like you're talking about me so like I try to stop but sometimes I just say like a few words. Like I think now I'm trying to get like better.",6,,,,,,,,sustain
10694,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,22,therapist,00:02:49,Mm-hmm.,6,False,,False,,False,,other,
10695,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,23,client,00:02:49,"Like there's this one incident that somebody was talking to me, I just said like, ""Oh, wow, this is like really lame, like I'm just gonna leave,"" and I like let the conversation be.",6,,,,,,,,change
10696,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,24,therapist,00:02:59,That's pretty cool that you did that.,6,False,,True,simple,False,,reflection,
10697,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,25,client,00:03:00,Yeah. I felt proud of myself.,6,,,,,,,,change
10698,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,26,therapist,00:03:02,"You should be proud of yourself, and how did you do that?",6,False,,False,,True,open,question,
10699,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,27,client,00:03:06,"I was just like thinking of like when I'm- whenever I like I'm saying like stuff back, mom gets really mad at me, she's like, ""Well, I'm not gonna help you anymore."" 'Cause, she tells me to like leave it be, but I really don't lis-listen to her so she gets mad. So I tried like thinking of like her feelings and like what would happen after if I say, ""This is lame, leave me alone,"" 'cause then they'll like stop and I won't get like yelled at anymore.",6,,,,,,,,change
10700,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,28,therapist,00:03:29,"Uh, that says a lot about you and your mom's relationship though that you can kind of put yourself in her head and think about how she would feel about it.",6,False,,True,complex,False,,reflection,
10701,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,29,client,00:03:38,Yeah.,6,,,,,,,,change
10702,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,30,therapist,00:03:38,"You know what I mean? It's pretty cool, not everybody can do that, so. So you could kind of put yourself ahead, uh, it's almost like watching a movie ahead-",6,False,,True,complex,False,,reflection,
10703,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,31,client,00:03:48,Yeah.,6,,,,,,,,change
10704,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,32,therapist,00:03:48,-and knowing how it's gonna turn out.,6,False,,True,complex,False,,reflection,
10705,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,33,client,00:03:50,"'Cause usually, if I get in trouble, mom gives me the silent treatment that I don't like. It's like she doesn't talk to me, I'm like trying to talk to her, she don't like wheezing being like, uh, I don't like it.",6,,,,,,,,change
10706,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,34,therapist,00:04:00,"That's the worst, the silent treatment.",6,False,,True,simple,False,,reflection,
10707,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,35,client,00:04:02,Yeah.,6,,,,,,,,change
10708,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,36,therapist,00:04:02,"Yeah, so, um, so but that worked for you, where you just let it go, you thought about your mom, you like what we would call like, you channeled to your mom, you know, and, uh, channeling mom, and then, um, you were able to walk away, and you were proud of yourself and nothing bad happened.",6,False,,True,simple,False,,reflection,
10709,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,37,client,00:04:24,Yeah.,6,,,,,,,,change
10710,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,38,therapist,00:04:25,Is that right?,6,False,,False,,True,closed,question,
10711,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,39,client,00:04:25,Yeah.,6,,,,,,,,neutral
10712,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,40,therapist,00:04:26,Does it--,6,False,,False,,True,open,question,
10713,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,41,client,00:04:26,"Like they all like stopped talking to me, and the funny thing was that their eighth-graders that like didn't even go to my old school like I don't even know how they said of talking to me, I was like, creepy.",6,,,,,,,,neutral
10714,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,42,therapist,00:04:37,"Yeah, so- and so when you- when somebody else told you that they or people said you that you're an easy target, um.",6,False,,False,,True,open,question,
10715,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,43,client,00:04:47,"Well, they don't really say that to me like I just like think that 'cause that's what I've like heard from my mom, and people talking to me 'cause I keep talking to them-",6,,,,,,,,neutral
10716,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,44,therapist,00:04:54,Okay.,6,False,,False,,False,,other,
10717,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,45,client,00:04:55,-so they keep coming back at me.,6,,,,,,,,neutral
10718,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,46,therapist,00:04:56,"Okay, so they-they kinda know how to hook you.",6,False,,True,simple,False,,reflection,
10719,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,47,client,00:04:59,Mm-hmm.,6,,,,,,,,neutral
10720,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,48,therapist,00:05:01,-and reel you in-,6,False,,True,simple,False,,reflection,
10721,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,49,client,00:05:01,Yeah.,6,,,,,,,,neutral
10722,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,50,therapist,00:05:02,"-right, and get you upset. And then bad things happen and then you get in trouble.",6,False,,True,simple,False,,reflection,
10723,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,51,client,00:05:07,Yeah. [chuckles] That happens a lot.,6,,,,,,,,neutral
10724,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,52,therapist,00:05:10,"Yeah. So, yeah. And it's, uh-- So, um-- so you-you know that when you're kind of channeling your mom, that helps. It sounds like you taught yourself almost. Like there's-",6,False,,True,simple,False,,reflection,
10725,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,53,client,00:05:21,Yeah.,6,,,,,,,,change
10726,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,54,therapist,00:05:22,-a conversation inside. What other ideas do you have about what you could do?,6,False,,True,simple,True,open,question,
10727,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,55,client,00:05:27,"I was thinking of like, um, if I'm like at school like a peep things are happening during class-",6,,,,,,,,change
10728,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,56,therapist,00:05:35,Mm-hmm.,6,False,,False,,False,,other,
10729,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,57,client,00:05:36,"-I just say, can I use the washroom or something to go like walk and like think of like how to like leave them be. And one time during my gym class, there's this girl that I had her like not talking early. And we're playing pickleball, I don't know if you know that, it's like a-",6,,,,,,,,change
10730,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,58,therapist,00:05:50,I don't know what pickleball is.,6,False,,False,,False,,other,
10731,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,59,client,00:05:51,"-it's like a badminton, big life-size ping pong ball game.",6,,,,,,,,neutral
10732,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,60,therapist,00:05:55,It looks like a pickleball?,6,False,,False,,True,closed,question,
10733,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,61,client,00:05:56,"Yeah, you have like a big bracket—",6,,,,,,,,neutral
10734,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,62,therapist,00:05:57,There's no pickle?,6,False,,False,,True,closed,question,
10735,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,63,client,00:05:58,No.,6,,,,,,,,neutral
10736,high,116,Frenemies!,https://www.youtube.com/watch?v=HbEDPU1ICcY,overcoming issues at school,64,therapist,00:05:58,Okay.,6,False,,False,,False,,other,
